"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","415","Change PIN - Same old and new PIN","Retail APIs - QA","Sun Jan 12 20:03:50 GMT 2025","passed","Sun Jan 12 20:03:50 GMT 2025","Change PIN","PIN","",""
"","219","Change Password - Verify Password - Empty password","Retail APIs - QA","Sun Jan 12 20:04:02 GMT 2025","passed","Sun Jan 12 20:04:02 GMT 2025","Change Password","Passwords","",""
"","216","Add security questions - Empty QuestionID","Retail APIs - QA","Sun Jan 12 20:05:39 GMT 2025","passed","Sun Jan 12 20:05:39 GMT 2025","Post Security Question","Security questions","",""
"","319","Signup - Invalid Password","Retail APIs - QA","Sun Jan 12 20:03:41 GMT 2025","passed","Sun Jan 12 20:03:41 GMT 2025","Sign Up","Onboarding","",""
"","199","Invalid Account number","Retail APIs - QA","Sun Jan 12 20:05:14 GMT 2025","failed","Sun Jan 12 20:05:14 GMT 2025","Beneficiaries > Add Beneficiary","Transfers","",""
"","211","Buy Data - Bill Payment channel not specified","Retail APIs - QA","Sun Jan 12 20:04:09 GMT 2025","failed","Sun Jan 12 20:04:09 GMT 2025","Buy Data","Bill Payment","",""
"Get Auth Token","512","Login - Empty Username","Retail APIs - QA","Sun Jan 12 20:03:35 GMT 2025","failed","Sun Jan 12 20:03:36 GMT 2025","","Login","",""
"","198","Randomize security questions - No access token","Retail APIs - QA","Sun Jan 12 20:05:41 GMT 2025","passed","Sun Jan 12 20:05:41 GMT 2025","Get randomize security-questions","Security questions","",""
"","865","Signup - Invalid phone number country code","Retail APIs - QA","Sun Jan 12 20:03:41 GMT 2025","failed","Sun Jan 12 20:03:42 GMT 2025","Sign Up","Onboarding","",""
"","241","Reset PIN -  Mismatched PIN/ConfirmPIN values","Retail APIs - QA","Sun Jan 12 20:03:57 GMT 2025","failed","Sun Jan 12 20:03:57 GMT 2025","Reset PIN","PIN","",""
"","222","Airtime purchase with negative amount","Retail APIs - QA","Sun Jan 12 20:05:12 GMT 2025","passed","Sun Jan 12 20:05:12 GMT 2025","Buy Airtime","Bill Payment","",""
"","397","Reset Password - Empty OTP field","Retail APIs - QA","Sun Jan 12 20:04:00 GMT 2025","failed","Sun Jan 12 20:04:00 GMT 2025","Reset Password","Passwords","",""
"","203","Buy Data - Wrong bundle amount (Less than fixed amount)","Retail APIs - QA","Sun Jan 12 20:04:08 GMT 2025","passed","Sun Jan 12 20:04:08 GMT 2025","Buy Data","Bill Payment","",""
