"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","999","Verify email - Unregistered email","Retail APIs - QA","Fri Feb 21 18:27:17 GMT 2025","passed","Fri Feb 21 18:27:18 GMT 2025","Verify Email","Onboarding","",""
"","239","Signup - Existing email","Retail APIs - QA","Fri Feb 21 18:27:17 GMT 2025","failed","Fri Feb 21 18:27:17 GMT 2025","Sign Up","Onboarding","",""
"","179","Validate Security Questions - Empty question listed","Retail APIs - QA","Fri Feb 21 18:28:02 GMT 2025","failed","Fri Feb 21 18:28:02 GMT 2025","Validate Security Questions","Security questions","",""
"","141","Download Template - successful","Retail APIs - QA","Fri Feb 21 18:27:57 GMT 2025","passed","Fri Feb 21 18:27:58 GMT 2025","File Bulk Transfer > Download Template","Transfers","",""
"","152","Schedule - Successful","Retail APIs - QA","Fri Feb 21 18:27:50 GMT 2025","failed","Fri Feb 21 18:27:51 GMT 2025","Schedule","Transfers","",""
"","263","Reset PIN - Blank OTP","Retail APIs - QA","Fri Feb 21 18:27:27 GMT 2025","passed","Fri Feb 21 18:27:27 GMT 2025","Reset PIN","PIN","",""
"","149","Resend OTP - Blank email field","Retail APIs - QA","Fri Feb 21 18:27:32 GMT 2025","passed","Fri Feb 21 18:27:32 GMT 2025","Resend OTP","Passwords","",""
"","211","Buy Airtime - Successful Purchase","Retail APIs - QA","Fri Feb 21 18:27:43 GMT 2025","failed","Fri Feb 21 18:27:43 GMT 2025","Buy Airtime","Bill Payment","",""
"","142","Buy Jamb - Invalid amount field","Retail APIs - QA","Fri Feb 21 18:27:39 GMT 2025","passed","Fri Feb 21 18:27:40 GMT 2025","Buy Educational content","Bill Payment","",""
"","144","Buy Cable - Invalid Decoder Number","Retail APIs - QA","Fri Feb 21 18:27:38 GMT 2025","passed","Fri Feb 21 18:27:38 GMT 2025","Buy Cable package","Bill Payment","",""
"","178","Create PIN - non-numeric PIN","Retail APIs - QA","Fri Feb 21 18:27:20 GMT 2025","passed","Fri Feb 21 18:27:20 GMT 2025","Create PIN","PIN","",""
"","137","Edit Beneficiary Details - Empty Account Number","Retail APIs - QA","Fri Feb 21 18:27:48 GMT 2025","passed","Fri Feb 21 18:27:48 GMT 2025","Beneficiaries > Edit details of a benficiary","Transfers","",""
"","165","Verify PIN - Invalid PIN length","Retail APIs - QA","Fri Feb 21 18:27:23 GMT 2025","passed","Fri Feb 21 18:27:23 GMT 2025","Verify PIN","PIN","",""
"","139","Buy Cable - Wrong bundle amount","Retail APIs - QA","Fri Feb 21 18:27:39 GMT 2025","failed","Fri Feb 21 18:27:39 GMT 2025","Buy Cable package","Bill Payment","",""
