"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","180","Change Password - Verify Password - Correct Password","Retail APIs - QA","Fri Jan 17 18:26:45 GMT 2025","passed","Fri Jan 17 18:26:45 GMT 2025","Change Password","Passwords","",""
"","467","Reset PIN - Invalid/Expired OTP","Retail APIs - QA","Fri Jan 17 18:26:41 GMT 2025","failed","Fri Jan 17 18:26:41 GMT 2025","Reset PIN","PIN","",""
"","171","Change PIN - Mismatched PIN/ConfirmPIN values","Retail APIs - QA","Fri Jan 17 18:26:37 GMT 2025","failed","Fri Jan 17 18:26:37 GMT 2025","Change PIN","PIN","",""
"","166","Change Password - Incorrect old password","Retail APIs - QA","Fri Jan 17 18:26:45 GMT 2025","failed","Fri Jan 17 18:26:45 GMT 2025","Change Password","Passwords","",""
"","539","Buy Data - Wrong bundle amount (More than fixed amount)","Retail APIs - QA","Fri Jan 17 18:26:54 GMT 2025","failed","Fri Jan 17 18:26:55 GMT 2025","Buy Data","Bill Payment","",""
"","201","Buy Electricity - Blank meter number","Retail APIs - QA","Fri Jan 17 18:27:25 GMT 2025","passed","Fri Jan 17 18:27:25 GMT 2025","Buy Electricity tokens","Bill Payment","",""
"","338","Verify OTP - Non-numeric OTP","Retail APIs - QA","Fri Jan 17 18:26:42 GMT 2025","passed","Fri Jan 17 18:26:42 GMT 2025","Verify OTP","Passwords","",""
"","149","Forgot PIN - User not logged in","Retail APIs - QA","Fri Jan 17 18:26:38 GMT 2025","passed","Fri Jan 17 18:26:38 GMT 2025","Forgot PIN","PIN","",""
"","319","Forgot PIN - Invalid username format","Retail APIs - QA","Fri Jan 17 18:26:38 GMT 2025","failed","Fri Jan 17 18:26:38 GMT 2025","Forgot PIN","PIN","",""
"","358","Successful epin","Retail APIs - QA","Fri Jan 17 18:27:26 GMT 2025","failed","Fri Jan 17 18:27:27 GMT 2025","Buy Educational content","Bill Payment","",""
"","150","Bet Account Funding with negative amount","Retail APIs - QA","Fri Jan 17 18:27:27 GMT 2025","passed","Fri Jan 17 18:27:27 GMT 2025","Bet Funding","Bill Payment","",""
"","170","View all security questions - successful","Retail APIs - QA","Fri Jan 17 18:27:50 GMT 2025","passed","Fri Jan 17 18:27:50 GMT 2025","Get all questions","Security questions","",""
"","388","Buy Data - Invalid beneficiary email","Retail APIs - QA","Fri Jan 17 18:26:53 GMT 2025","failed","Fri Jan 17 18:26:54 GMT 2025","Buy Data","Bill Payment","",""
"","217","Add security-questions that exist","Retail APIs - QA","Fri Jan 17 18:27:49 GMT 2025","passed","Fri Jan 17 18:27:50 GMT 2025","Post Security Question","Security questions","",""
"","148","/api/v1/transfer/bulk/download-bank-codes","Retail APIs - QA","Fri Jan 17 18:27:47 GMT 2025","passed","Fri Jan 17 18:27:47 GMT 2025","File Bulk Transfer > download-bank-codes","Transfers","",""
"","2556","Valid entry","Retail APIs - QA","Fri Jan 17 18:27:42 GMT 2025","passed","Fri Jan 17 18:27:44 GMT 2025","File Bulk Transfer > validate-upload","Transfers","",""
"","5531","Get Account Details","Retail APIs - QA","Fri Jan 17 18:26:47 GMT 2025","passed","Fri Jan 17 18:26:52 GMT 2025","Login","Bill Payment","",""
"Get Auth Token","281","Login","Retail APIs - QA","Fri Jan 17 18:26:32 GMT 2025","passed","Fri Jan 17 18:26:33 GMT 2025","Login","PIN","",""
"","761","Signup - Case-sensitive Referral code works","Retail APIs - QA","Fri Jan 17 18:26:28 GMT 2025","passed","Fri Jan 17 18:26:29 GMT 2025","Sign Up","Onboarding","",""
"","174","Verify email - Blank email","Retail APIs - QA","Fri Jan 17 18:26:31 GMT 2025","passed","Fri Jan 17 18:26:31 GMT 2025","Verify Email","Onboarding","",""
"","311","Airtime purchase with negative amount","Retail APIs - QA","Fri Jan 17 18:27:28 GMT 2025","passed","Fri Jan 17 18:27:29 GMT 2025","Buy Airtime","Bill Payment","",""
"","322","Change PIN - Same old and new PIN","Retail APIs - QA","Fri Jan 17 18:26:36 GMT 2025","passed","Fri Jan 17 18:26:36 GMT 2025","Change PIN","PIN","",""
"","160","Change PIN - Weak PIN","Retail APIs - QA","Fri Jan 17 18:26:36 GMT 2025","failed","Fri Jan 17 18:26:36 GMT 2025","Change PIN","PIN","",""
"","150","Create Account - Blank currency Code","Retail APIs - QA","Fri Jan 17 18:27:48 GMT 2025","passed","Fri Jan 17 18:27:48 GMT 2025","Create account","Account","",""
"Get Auth Token","196","Login","Retail APIs - QA","Fri Jan 17 18:26:46 GMT 2025","failed","Fri Jan 17 18:26:47 GMT 2025","Login","Bill Payment","",""
"","508","Reset PIN - Valid details","Retail APIs - QA","Fri Jan 17 18:26:40 GMT 2025","passed","Fri Jan 17 18:26:40 GMT 2025","Reset PIN","PIN","",""
"","158","Reset Password - Empty Confirm Password field","Retail APIs - QA","Fri Jan 17 18:26:44 GMT 2025","passed","Fri Jan 17 18:26:44 GMT 2025","Reset Password","Passwords","",""
"","158","Invalid channel","Retail APIs - QA","Fri Jan 17 18:27:42 GMT 2025","passed","Fri Jan 17 18:27:42 GMT 2025","File Bulk Transfer > process-transfer","Transfers","",""
"","156","Reset PIN - Invalid PIN lengths","Retail APIs - QA","Fri Jan 17 18:26:41 GMT 2025","passed","Fri Jan 17 18:26:41 GMT 2025","Reset PIN","PIN","",""
"","182","Verify PIN - Blank PIN field","Retail APIs - QA","Fri Jan 17 18:26:35 GMT 2025","failed","Fri Jan 17 18:26:35 GMT 2025","Verify PIN","PIN","",""
"","154","Create Account - Blank name","Retail APIs - QA","Fri Jan 17 18:27:48 GMT 2025","passed","Fri Jan 17 18:27:48 GMT 2025","Create account","Account","",""
"","736","Create PIN - Unverified OTP","Retail APIs - QA","Fri Jan 17 18:26:33 GMT 2025","failed","Fri Jan 17 18:26:34 GMT 2025","Create PIN","PIN","",""
"","148","No Beneficiary Name","Retail APIs - QA","Fri Jan 17 18:27:30 GMT 2025","passed","Fri Jan 17 18:27:30 GMT 2025","Beneficiaries > Add Beneficiary","Transfers","",""
"","907","Signup - Invalid phone number country code","Retail APIs - QA","Fri Jan 17 18:26:29 GMT 2025","failed","Fri Jan 17 18:26:30 GMT 2025","Sign Up","Onboarding","",""
"","201","Buy Cable - Invalid PIN","Retail APIs - QA","Fri Jan 17 18:27:26 GMT 2025","failed","Fri Jan 17 18:27:26 GMT 2025","Buy Cable package","Bill Payment","",""
"","152","Verify OTP - OTP less than 6 digits","Retail APIs - QA","Fri Jan 17 18:26:39 GMT 2025","passed","Fri Jan 17 18:26:39 GMT 2025","Verify OTP","PIN","",""
"Get Auth Token","253","Login for PIN verification","Retail APIs - QA","Fri Jan 17 18:26:34 GMT 2025","failed","Fri Jan 17 18:26:35 GMT 2025","Verify PIN","PIN","",""
"","161","Verify PIN - Invalid PIN length","Retail APIs - QA","Fri Jan 17 18:26:35 GMT 2025","passed","Fri Jan 17 18:26:36 GMT 2025","Verify PIN","PIN","",""
"","158","Change Password - Blank confirm password field","Retail APIs - QA","Fri Jan 17 18:26:46 GMT 2025","passed","Fri Jan 17 18:26:46 GMT 2025","Change Password","Passwords","",""
"","326","Invalid Account Number","Retail APIs - QA","Fri Jan 17 18:27:28 GMT 2025","failed","Fri Jan 17 18:27:28 GMT 2025","Bet Funding","Bill Payment","",""
"","510","Date in the past","Retail APIs - QA","Fri Jan 17 18:27:38 GMT 2025","failed","Fri Jan 17 18:27:38 GMT 2025","Schedule","Transfers","",""
"","167","Validate Security Questions - Invalid QuestionID","Retail APIs - QA","Fri Jan 17 18:27:52 GMT 2025","failed","Fri Jan 17 18:27:52 GMT 2025","Validate Security Questions","Security questions","",""
"","98","Fetch invalid user","Retail APIs - QA","Fri Jan 17 18:27:47 GMT 2025","passed","Fri Jan 17 18:27:47 GMT 2025","Username","Account","",""
"","146","Invalid Name Equiry Request ID","Retail APIs - QA","Fri Jan 17 18:27:35 GMT 2025","passed","Fri Jan 17 18:27:35 GMT 2025","Inter Transfer","Transfers","",""
"","155","Buy Cable - Invalid Decoder Number","Retail APIs - QA","Fri Jan 17 18:27:26 GMT 2025","failed","Fri Jan 17 18:27:26 GMT 2025","Buy Cable package","Bill Payment","",""
"","227","Create PIN - non-numeric PIN","Retail APIs - QA","Fri Jan 17 18:26:33 GMT 2025","passed","Fri Jan 17 18:26:33 GMT 2025","Create PIN","PIN","",""
"","167","Reset PIN -  Mismatched PIN/ConfirmPIN values","Retail APIs - QA","Fri Jan 17 18:26:41 GMT 2025","failed","Fri Jan 17 18:26:41 GMT 2025","Reset PIN","PIN","",""
"","301","Verify PIN - Invalid PIN","Retail APIs - QA","Fri Jan 17 18:26:35 GMT 2025","passed","Fri Jan 17 18:26:35 GMT 2025","Verify PIN","PIN","",""
"","156","Reset Password - Empty Password field","Retail APIs - QA","Fri Jan 17 18:26:43 GMT 2025","passed","Fri Jan 17 18:26:44 GMT 2025","Reset Password","Passwords","",""
"","161","Reset Password - Empty ResetToken field","Retail APIs - QA","Fri Jan 17 18:26:44 GMT 2025","passed","Fri Jan 17 18:26:44 GMT 2025","Reset Password","Passwords","",""
